2 Raters;4 Raters;6 Raters;8 Raters;10 Raters
-1.00830795225952;-0.346089697613336;-0.203142252934513;-0.149728967602414;-0.122627841106118
-1;-0.333461896017788;-0.21103201155328;-0.142860186087656;-0.119133357000081
-1.00447856491191;-0.3344834245217;-0.204607746056356;-0.147032928386341;-0.119564888478168
-1.00887761572606;-0.334469006687241;-0.201025762364702;-0.143332620154659;-0.11275839123551
-1.00149545626077;-0.341624775088586;-0.200132359940129;-0.144044788236071;-0.112421466635078
-1.0275986850488;-0.337430624189995;-0.203535208056605;-0.143163207956781;-0.114912944807726
-1.00747851771235;-0.340922418459714;-0.20356327793466;-0.147845333968699;-0.111111111111111
-1.01032058304032;-0.335767955398546;-0.203708456470441;-0.143051237742404;-0.120948741476782
-1.00149545626077;-0.336960207617906;-0.202181302307596;-0.143355878112801;-0.119164025730459
-1.00447856491191;-0.333704600442962;-0.206032601667481;-0.151118193566287;-0.125140158182009
-1.01031113944312;-0.333467163057125;-0.201810212599113;-0.170258758327578;-0.115548303510675
-1.00081716138688;-0.334449217212817;-0.211856277713442;-0.142868964363205;-0.113939636231699
-1.01545395649445;-0.333698221483321;-0.202819357807732;-0.143429554490904;-0.111526873310852
-1.0003674724981;-0.333333333333333;-0.208429051679038;-0.142860025171802;-0.111111111111111
-1.00748489266408;-0.351052763330202;-0.200818757060284;-0.1434522350177;-0.111197346603417
-1.00037562437562;-0.335628036834512;-0.200214718614719;-0.143896909299217;-0.11897517160786
-1.0151297022667;-0.337171678913611;-0.204459601026677;-0.144053377090198;-0.112440327866834
-1.01031113944312;-0.338997831688327;-0.20028879255744;-0.143098132086042;-0.119445829495033
-1.00716733251711;-0.334309268499621;-0.213994298330066;-0.142859981958195;-0.124116654796764
-1.00240396798817;-0.334272509211812;-0.20162781138446;-0.145074653515459;-0.111197617483784
-1.00230458940247;-0.335430923194179;-0.214837308624053;-0.144839736169912;-0.122296258392179
-1.00225490010961;-0.337452381406645;-0.204666564537164;-0.14286861438515;-0.113852236343772
-1.001496094187;-0.333333333333333;-0.201257868927156;-0.148987851830589;-0.111118259783204
-1.03845530603849;-0.338214258829864;-0.200046479047834;-0.149042791869695;-0.117314824774533
-1.02266378944965;-0.354625211950877;-0.200005963686198;-0.14344267930849;-0.114242361877195
