2 Raters;4 Raters;6 Raters;8 Raters;10 Raters
0.717628075837031;0.890985896300334;0.804084699820188;0.78530811187188;0.828296389657598
0.840063974410236;0.810012665822278;0.9046347510967;0.830755387977205;0.698975700119865
0.859324758842444;0.809759028102263;0.818377505717745;0.862435539166258;0.86327417602318
0.838383838383838;0.79625918503674;0.748877965377218;0.760529551368198;0.81538296885591
0.879807692307692;0.786729857819905;0.753399093575047;0.815307963233399;0.867207343701261
0.730290456431535;0.828893511373549;0.842931937172775;0.838502215235101;0.776257263792238
0.899193548387097;0.868261045804621;0.851014710619564;0.841929756182062;0.810685177449316
0.777508090614887;0.836010709504686;0.893954037800688;0.828573877516035;0.882393541180424
0.879807692307692;0.825561891982556;0.796513962890573;0.804827132603163;0.792074363992172
0.859324758842444;0.856657110474032;0.781370617290615;0.82252222109076;0.837774244248568
0.777327935222672;0.856695327601146;0.818069936056934;0.791399477726099;0.773217172624393
0.82;0.77627888339789;0.851068481171777;0.80286840751957;0.792505142652714
0.938974776240846;0.836601307189543;0.778790722616973;0.79550687125513;0.815444001707699
0.839935974389756;0.840117247351942;0.857603949117145;0.779326696470656;0.785793010274825
0.899274778404512;0.830917874396135;0.829078089947656;0.832687440117834;0.769321030454957
0.88;0.769029925687889;0.874666666666667;0.891223449934161;0.795352880453484
0.898291293734744;0.755148587911719;0.786008451993217;0.822430977202428;0.809706314898168
0.777327935222672;0.733863360733055;0.862626370401985;0.810662894214144;0.798779990392198
0.818694601128123;0.89318379064023;0.869584317170941;0.765137562284947;0.804060131054863
0.939855653568564;0.846513179846513;0.824847577280993;0.777554535017221;0.77200810637844
0.859663191659984;0.846184712097907;0.82363315696649;0.886001892798761;0.743397400126243
0.819566960705694;0.835537356514734;0.831767650938064;0.774411399363211;0.809102288984263
0.879855826992391;0.793704664936448;0.814344864431682;0.752170321309004;0.782278346026358
0.873896595208071;0.781600698877764;0.72944155671065;0.836428643805277;0.854953648231065
0.732289950576606;0.744933612858141;0.873350219970671;0.816967669054667;0.842090665903214
0.939951961569255;0.837837837837838;0.756996368297373;0.767003058978244;0.710140788759745
0.84;0.855433028509951;0.805258033106135;0.799994285551015;0.81025764079594
0.9;0.769338771143946;0.835658168991503;0.822879915439443;0.750820955957604
0.939855653568564;0.776636884917989;0.818117653446264;0.748966117681201;0.788318449001099
0.878296146044625;0.783130922194048;0.80595084087969;0.852141083246005;0.83908393417555
0.855967078189301;0.845299205400464;0.772036474164134;0.817711311906668;0.84534433106979
0.776240846216436;0.839989332622174;0.810188415910677;0.805522586549599;0.758458412064601
0.70071827613727;0.78685139545727;0.780862937253301;0.87233371107254;0.845955660453845
0.876897825194912;0.773832028085336;0.88246293575531;0.846926367290882;0.823801581750686
0.740622505985635;0.852675282930423;0.781706173831526;0.767023040420788;0.802560460275343
0.799277398635086;0.780048727666486;0.857630214629167;0.875724937862468;0.877178936642527
0.84;0.842514408256266;0.744284411024797;0.852749860612732;0.840560939663258
