2 Raters;3 Raters
0.716404886561955;0.372909698996655
0.832214765100671;0.517709118311982
0.797160243407708;0.412310547479121
0.845132743362832;0.41272876263316
0.824649298597194;0.535315985130111
0.745134383688601;0.503334752376898
0.887069452286844;0.550633927138501
0.902912621359223;0.382530120481928
0.663677130044843;0.492753623188406
0.879807692307692;0.460269865067466
0.81737012987013;0.692389995987696
0.859887910328263;0.653102068045364
0.820143884892086;0.626766195681152
0.898291293734744;0.65198768571811
0.859887910328263;0.665775401069519
0.920031987205118;0.706705772563658
0.817961165048544;0.664429530201342
0.939710610932476;0.730893433799785
0.83974358974359;0.681190223166844
0.792013311148086;0.68681917211329
0.91186839012926;0.536343199700262
0.913867355727821;0.534025374855825
0.926013613495117;0.542565485362096
0.942897930049964;0.574069740229347
0.899468619847767;0.616380107228693
0.902398215281651;0.566684911512498
0.887244538407329;0.54612819562801
0.811921296296296;0.472677213122404
0.942279942279942;0.495204442200909
0.857772720807851;0.496186734458054
