2 Raters;4 Raters;6 Raters;8 Raters;10 Raters
0.94;0.923333333333333;0.922;0.945357142857143;0.938222222222222
0.94;0.956666666666667;0.952;0.929285714285714;0.937555555555556
0.92;0.913333333333333;0.928666666666667;0.951785714285714;0.940888888888889
0.92;0.901666666666667;0.921333333333333;0.926785714285714;0.909111111111111
0.94;0.93;0.887333333333333;0.907142857142857;0.933777777777778
0.86;0.938333333333333;0.94;0.934642857142857;0.933777777777778
0.95;0.918333333333333;0.938;0.933214285714286;0.912222222222222
0.93;0.911666666666667;0.905333333333333;0.910714285714286;0.926222222222222
0.93;0.911666666666667;0.918;0.9475;0.924
0.93;0.858333333333333;0.928;0.922857142857143;0.922222222222222
0.97;0.918333333333333;0.915333333333333;0.911785714285714;0.910444444444444
0.89;0.941666666666667;0.954;0.908928571428571;0.923111111111111
0.93;0.901666666666667;0.955333333333333;0.944285714285714;0.926666666666667
0.94;0.881666666666667;0.932;0.9425;0.943111111111111
0.9;0.955;0.935333333333333;0.9225;0.927777777777778
0.92;0.933333333333333;0.926;0.945357142857143;0.927111111111111
0.94;0.921666666666667;0.932;0.922857142857143;0.940888888888889
0.86;0.913333333333333;0.952;0.9225;0.931777777777778
0.92;0.94;0.914;0.933214285714286;0.924888888888889
0.91;0.935;0.932666666666667;0.953214285714286;0.935777777777778
0.94;0.928333333333333;0.951333333333333;0.916428571428571;0.918
0.91;0.94;0.939333333333333;0.900357142857143;0.885777777777778
0.89;0.901666666666667;0.903333333333333;0.925357142857143;0.892222222222222
0.93;0.926666666666667;0.944;0.883928571428571;0.952222222222222
0.9;0.905;0.94;0.918928571428571;0.903333333333333
0.93;0.965;0.914;0.952857142857143;0.917333333333333
0.96;0.893333333333333;0.9;0.94;0.921555555555556
0.94;0.933333333333333;0.902;0.945;0.937777777777778
0.89;0.915;0.909333333333333;0.936785714285714;0.863777777777778
0.91;0.906666666666667;0.973333333333333;0.925714285714286;0.931555555555556
0.91;0.908333333333333;0.962;0.942142857142857;0.928222222222222
0.92;0.955;0.906666666666667;0.904642857142857;0.898888888888889
0.91;0.926666666666667;0.924;0.916071428571429;0.933111111111111
0.97;0.923333333333333;0.887333333333333;0.945714285714286;0.912222222222222
0.96;0.933333333333333;0.912666666666667;0.920714285714286;0.924888888888889
0.9;0.91;0.917333333333333;0.959642857142857;0.930444444444444
0.92;0.938333333333333;0.900666666666667;0.929285714285714;0.922888888888889
0.95;0.91;0.895333333333333;0.9175;0.92
0.93;0.95;0.916;0.913214285714286;0.953555555555556
0.96;0.908333333333333;0.924;0.924285714285714;0.942888888888889
0.93;0.896666666666667;0.884;0.939642857142857;0.929111111111111
0.92;0.908333333333333;0.894;0.955;0.907111111111111
0.91;0.906666666666667;0.925333333333333;0.909285714285714;0.918888888888889
0.93;0.956666666666667;0.916666666666667;0.948928571428571;0.945333333333333
0.92;0.955;0.933333333333333;0.934285714285714;0.940444444444444
0.92;0.94;0.900666666666667;0.9275;0.918888888888889
0.89;0.911666666666667;0.936;0.914642857142857;0.94
0.92;0.895;0.934;0.929285714285714;0.937555555555556
0.95;0.908333333333333;0.934666666666667;0.935357142857143;0.923111111111111
0.95;0.936666666666667;0.9;0.925714285714286;0.928666666666667
0.92;0.905;0.939333333333333;0.921071428571429;0.939333333333333
0.96;0.905;0.909333333333333;0.945714285714286;0.946444444444444
0.9;0.951666666666667;0.932;0.948928571428571;0.912666666666667
0.88;0.923333333333333;0.918666666666667;0.9275;0.951555555555556
0.88;0.931666666666667;0.946666666666667;0.948571428571429;0.913111111111111
0.92;0.921666666666667;0.938666666666667;0.915357142857143;0.937555555555556
0.96;0.916666666666667;0.888;0.928214285714286;0.913555555555556
0.93;0.93;0.914;0.915714285714286;0.923777777777778
