1 Cat.;2 Cat.;3 Cat.;4 Cat.;5 Cat.;6 Cat.;7 Cat.;8 Cat.;9 Cat.;10 Cat.
0.00183333333333333;0.0042;0.00583333333333333;0.00726666666666667;0.00983333333333333;0.0124;0.0128333333333333;0.0161;0.0174;0.0199
0.00223333333333333;0.0044;0.00593333333333333;0.00833333333333333;0.0102666666666667;0.0118666666666667;0.0141333333333333;0.0164666666666667;0.0178666666666667;0.0200666666666667
0.00226666666666667;0.00433333333333333;0.0058;0.00823333333333333;0.0107333333333333;0.0117;0.0141333333333333;0.0163333333333333;0.0177666666666667;0.0196333333333333
0.00183333333333333;0.004;0.00623333333333333;0.00803333333333333;0.0101666666666667;0.0119666666666667;0.0146666666666667;0.0159666666666667;0.0180333333333333;0.0203
0.00186666666666667;0.00386666666666667;0.00616666666666667;0.0071;0.0103;0.0121;0.0146;0.0156666666666667;0.0181;0.0197
0.00193333333333333;0.00413333333333333;0.00566666666666667;0.00843333333333333;0.00923333333333333;0.0113;0.0138;0.0163;0.0174333333333333;0.02
0.002;0.00393333333333333;0.00583333333333333;0.00806666666666667;0.00956666666666667;0.0124666666666667;0.0138666666666667;0.016;0.0184333333333333;0.0187666666666667
0.00206666666666667;0.00406666666666667;0.0058;0.00786666666666667;0.00943333333333333;0.0121666666666667;0.0133666666666667;0.0149;0.0182666666666667;0.0202
0.0019;0.00433333333333333;0.0061;0.00826666666666667;0.00986666666666667;0.012;0.0145333333333333;0.0162;0.0178333333333333;0.0207
0.0021;0.00466666666666667;0.00586666666666667;0.00793333333333333;0.0105666666666667;0.0122333333333333;0.0143333333333333;0.0156;0.0178666666666667;0.0201666666666667
0.00216666666666667;0.00403333333333333;0.00693333333333333;0.0078;0.00993333333333333;0.0119666666666667;0.0132666666666667;0.0154333333333333;0.0188;0.0200666666666667
0.0021;0.00373333333333333;0.00563333333333333;0.00793333333333333;0.0104666666666667;0.0118;0.0136666666666667;0.0163333333333333;0.0181666666666667;0.0194333333333333
0.00196666666666667;0.0039;0.0058;0.0076;0.0091;0.0111666666666667;0.0137;0.0150333333333333;0.0177;0.0207333333333333
0.00196666666666667;0.00373333333333333;0.0054;0.0077;0.00983333333333333;0.0124;0.0147666666666667;0.0169333333333333;0.0178;0.0198666666666667
0.00206666666666667;0.00436666666666667;0.0065;0.00766666666666667;0.0103333333333333;0.0112666666666667;0.0130333333333333;0.0158;0.0185333333333333;0.0211666666666667
