4 Raters;5 Raters
0.894775860625845;0.720055820025434
0.861771058315335;0.629366312842388
0.909994114999827;0.704272842850036
0.868598027730775;0.631790304578457
0.921039950301616;0.726213785550725
0.910010154259621;0.699878244444191
0.863109842750332;0.652219697389569
0.816124469589816;0.627738778983195
0.860661162782597;0.701584915670107
0.843104681479431;0.647377144550673
0.906515533445737;0.728911157642836
0.876978135659565;0.69053768741895
0.891527262249792;0.649184591212006
0.900384312793258;0.734339589907072
0.880394247640325;0.719183038655535
0.864816911404383;0.642722321091517
0.824768323504633;0.632720932485228
0.896785195406941;0.675188712673546
0.859171458748973;0.651665041103525
0.872796960516846;0.653019666684529
0.81329599253184;0.512569041590548
0.823378830052427;0.567997004065911
0.795331995119455;0.569509970095113
0.845515759071751;0.592141111099146
0.886534290005006;0.616830615100345
0.802060571689102;0.508762187503338
0.834784550122795;0.569458855241905
0.836384317548903;0.628195904517487
0.854676347457675;0.549235309900725
0.882190806437272;0.589096653005465
