4 Raters;5 Raters
0.698671679197995;0.712280561122244
0.725250626566416;0.727238476953908
0.723984962406015;0.725090180360721
0.673922305764411;0.696649298597194
0.719461152882205;0.72464128256513
0.686979949874687;0.704456913827655
0.720137844611529;0.723166332665331
0.708771929824561;0.715983967935872
0.719473684210526;0.725274549098196
0.724160401002506;0.730284569138277
0.750664160401002;0.750332665330661
0.746992481203008;0.747951903807615
0.739360902255639;0.739759519038076
0.738007518796992;0.7392625250501
0.740388471177945;0.742180360721443
0.741591478696742;0.743206412825651
0.743734335839599;0.744793587174349
0.744649122807018;0.746541082164329
0.747456140350877;0.74790380761523
0.748709273182957;0.747935871743487
0.751729323308271;0.750324649298597
0.74734335839599;0.749178356713427
0.742894736842105;0.742501002004008
0.746278195488722;0.744392785571142
0.751002506265664;0.750517034068136
0.751265664160401;0.750629258517034
0.748370927318296;0.749394789579158
0.745476190476191;0.746509018036072
0.747330827067669;0.74689378757515
0.751679197994988;0.751070140280561
