4 Raters;5 Raters
0.302816666666667;0.28773
0.276316666666667;0.27378
0.277516666666667;0.27611
0.327516666666667;0.30222
0.282166666666667;0.27643
0.314666666666667;0.29521
0.281416666666667;0.27779
0.292716666666667;0.28467
0.282233333333333;0.27578
0.277333333333333;0.2704
0.251033333333333;0.251
0.254533333333333;0.25252
0.26235;0.26152
0.263716666666667;0.26153
0.26135;0.25896
0.260133333333333;0.25805
0.25795;0.25651
0.2571;0.2545
0.254266666666667;0.25345
0.252633333333333;0.25316
0.25;0.25032
0.254416666666667;0.25177
0.25795;0.25825
0.2554;0.25661
0.25075;0.25049
0.25035;0.25038
0.253283333333333;0.25173
0.2562;0.25469
0.254216666666667;0.25375
0.24985;0.25007
